Student ID,Dropout (1=Yes 0=No),Degree Code,Study Mode,Entry Year,Admission Type,Active Enrollment,Displaced Student,Second Degree Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Pass Rate 2 Years Ago (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Unpaid Fees Flag,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Assignment Submissions (Total),Test Submissions (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
133dbf93fb63,0,659479bf8d74,1,,,0,1,,100,100,100,,,60,60,60,29.5,30.5,0,1,1,,,,,,143,,,,3,,1
133fe5de28aa,0,f57e5cb1f453,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,30,30,0,2,2,,68,1055,5875.423766666667,177,243,38,,,3,3,1
13403fda8c14,0,f57e5cb1f453,1,2015,NRO,1,0,,27.27,100,0,31.25,65.21739130434783,16.5,4.5,4.5,4.5,0,0,4,4,,7,53,371.71524999999997,9,,7,,,0,1,0
13413178585a,0,4a8596a7790b,1,2015,NAP,0,0,,100,,100,80.48780487804879,59.375,12,12,12,0,0,0,4,4,,,,,,,,,,3,,0
13416f720a94,0,2206b111c94d,1,,,0,1,,100,100,100,,,60,60,60,21,0,0,1,1,,,,,,96,,,,3,,1
134295e2a22e,0,a512db2741cd,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,28.5,31.5,0,2,2,,55,350,4223.052583333334,95,83,44,,,3,2,1
13449e10c401,0,2206b111c94d,1,,,1,0,,46.51,86.96,0,,,64.5,30,30,30,0,0,1,1,,,,,,71,,,,1,,2
13453d4ef4ca,0,7559ca4a957c,1,2020,NAP,1,0,,100,100,100,100,100,60,60,60,30,30,0,3,3,,27,101,1560.3336666666664,36,130,21,,,3,2,1
134f0a3d9d4c,0,41e521adf8ae,1,2022,NAP,1,1,,80,80,80,,,60,48,48,24,24,0,1,1,,7,22,348.95726666666667,8,73,4,,,2,1,1
13541c23cc6e,0,5ec1a0c99d42,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,6,9,0,2,2,,6,22,359.8751666666667,8,,3,,,3,1,1
135fea7a4f41,0,b60300641c36,1,,,0,0,,100,,100,0,76.47058823529412,12,12,12,0,0,0,2,2,,,,,,,,,,3,,0
1362c54eeec7,0,5ec1a0c99d42,1,2021,NAP,1,0,,100,100,100,100,,66,66,66,43.5,22.5,0,3,3,,30,412,1797.8279666666667,53,6,21,,,3,2,2
136686d7b84a,0,01d54579da44,1,2021,NAP,1,1,,90,100,86.21,100,,60,54,54,16.5,4.5,0,2,2,,52,1567,4580.7400333333335,118,161,41,,,3,2,1
136883c4a4f5,0,61a229bae1e9,1,2016,NAP,0,1,,100,,100,100,0,6,6,6,0,6,0,4,4,,,,,,,,,,3,,0
1369e7f11127,0,38b2d03f3256,1,2020,NAP,1,1,,74.29,81.25,68.42,62.79069767,75,52.5,39,39,19.5,19.5,0,2,3,,38,283,2886.0567333333333,59,105,29,,,2,2,1
13770bcab1bd,0,41e521adf8ae,1,,,0,1,,,,,,,60,0,0,0,0,0,1,1,,,,,,,,,,,,1
137962ceee5c,0,210e3b160c35,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,31.5,28.5,0,2,2,,34,159,3105.475616666667,66,211,20,,,3,2,1
137fafc6daa2,0,093434a3ee9e,1,,,0,1,,0,0,0,,,60,0,0,0,0,0,1,1,"1,0",32,247,2239.018783333333,46,128,20,,,0,2,1
1380c55c7798,0,1d0ebea552eb,1,2019,NAP,0,0,,100,100,100,82.5,90.90909091,57,57,66,40.5,16.5,0,3,4,,33,208,3648.6541333333334,88,88,15,,,3,2,1
1382104a55bf,0,2397346b4582,1,2020,NAP,1,1,,47.5,36.84,57.14,100,100,60,28.5,28.5,10.5,18,0,3,3,,46,613,3040.35545,84,147,37,,,1,2,1
138341eb0bc1,0,0fecf9247f3d,1,2019,NAP,1,1,,68,100,0,100,100,37.5,25.5,25.5,25.5,0,0,4,4,,,,,,,,,,2,,1
138cecdecd3a,1,23147de99973,1,,,0,0,,0,,0,50,100,30,0,0,0,0,0,2,2,,,,,,,,,,0,,0
138f19016068,0,ec2e990b934d,1,2018,NAP,0,0,,100,100,100,100,100,55.5,55.5,55.5,19.5,24,0,4,4,,12,71,929.3613,27,119,9,,,3,1,1
138fcec2c043,0,d4ee9f58e586,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,18,24,0,2,2,,67,1751,9482.404233333333,174,143,54,,,3,3,1
1390ba3e222a,0,bb668ca95563,1,2020,NAP,1,1,,80,60,100,79.54545454545455,90,60,48,48,18,30,0,2,3,,26,178,2625.9694833333333,53,148,20,,,2,2,1
139450e36ebd,0,2206b111c94d,1,,,1,1,,50,100,0,,,60,30,30,30,0,0,1,1,,,,,,62,,,,1,,1
1396e3ddf4f5,0,01d54579da44,1,2019,NAP,1,1,,100,100,100,100,100,60,60,60,9,9,0,4,4,,53,394,3397.956366666667,72,93,48,,,3,2,1
13970e0dd5bb,0,01d54579da44,1,,,1,1,,,,,,,46.5,27,27,0,0,0,2,4,,,,,,,,,,,,1
139d7d2f37c9,0,41e521adf8ae,1,2019,NAP,1,1,,92.31,85.71,100,92.85714285714286,57.49999999999999,58.5,54,54,27,27,0,3,4,,37,1063,3556.4751499999998,78,129,25,,,3,2,1
139ee0de9827,0,d6a403173361,1,2017,NRO,1,0,,46.15,57.14,40,72.34042553,32.5,58.5,27,27,12,15,0,2,3,,12,106,880.4931166666667,19,96,10,,,1,1,1
13a2d6fe3900,0,01d54579da44,1,2019,NAP,1,0,,86.96,100,82.35,85,100,69,60,60,18,9,0,4,5,,,,,,,,,,3,,2
13a76231cff8,0,5ec1a0c99d42,1,2020,NAP,1,1,,27.5,44,0,100,100,60,16.5,16.5,16.5,0,0,3,4,,1,6,45.07983333333333,1,51,1,,,0,1,1
13aa9ddb0377,0,1d0ebea552eb,1,2020,NAP,1,1,,100,100,100,92.5,100,64.5,64.5,64.5,30,34.5,0,2,3,,28,399,2134.220666666666,57,99,17,,,3,2,2
13aecf972211,0,734d0759cdb4,1,2016,NAP,1,1,,12.12,25,0,10.81081081081081,27.500000000000004,49.5,6,6,6,0,0,2,4,,2,20,102.9541,3,,1,,,0,1,1
13afe1cfa7c0,1,c96d630ec3a1,1,,,0,0,,100,100,100,,,60,60,60,30,30,0,1,1,,,,,,157,,,,3,,1
13b0a6406ca3,1,740c59b88403,1,,,0,1,,69.57,100,51.72,100,,69,48,48,25.5,22.5,0,2,2,,,,,,1,,,,2,,2
13b1cdab1d59,0,1d0ebea552eb,1,2022,NAP,1,0,,50,20,80,,,60,30,30,6,24,0,1,1,,27,218,1930.5082000000002,38,63,21,,,1,2,1
13b7fb7bd6b5,0,41e521adf8ae,1,2020,NAP,1,1,,100,100,100,92.5,100,60,60,64.85,31.5,28.5,0,2,3,,29,107,1752.4467666666667,43,169,18,,,3,2,1
13b8133f0244,0,d6a403173361,1,2022,NAP,1,1,,47.5,33.33,53.57,,,60,28.5,28.5,6,4.5,0,1,1,,86,872,5261.973133333334,155,92,60,,,1,3,1
13b87b314a48,0,5ec1a0c99d42,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,6,9,0,2,2,,37,139,2163.6973166666667,47,,25,,,3,2,1
13bb0d0a0056,0,38b2d03f3256,1,2021,NLE,1,1,,100,100,100,100,,60,60,60,30,30,0,2,2,,41,269,3180.2938666666664,75,83,29,,,3,2,1
13bbb559254b,0,5bc05e241527,1,,,1,1,,100,100,100,,,60,60,60,30,30,0,1,1,,,,,,113,,,,3,,1
13c029726ba2,0,3b731d7620bf,1,,,0,1,,100,100,100,100,,60,60,60,30,18,0,2,2,,,,,,3,,,,3,,1
13c8d4e8c516,0,5a39cadd1b00,1,2022,NAP,1,0,,100,100,100,,,60,60,60,12,12,0,1,1,,43,560,2741.579416666667,75,93,32,,,3,2,1
13c94731e41b,0,01d54579da44,1,2022,NAP,1,0,,85,100,82.35,,,60,51,51,9,12,0,1,1,,54,316,3460.473,108,114,34,,,3,2,1
13d158745059,0,dac53c17c250,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,30,30,0,2,2,,36,142,3271.0925166666657,78,114,24,,,3,2,1
13dc4197344f,0,7559ca4a957c,1,2019,NAP,1,1,,0,0,0,16.666666666666664,0,42,0,0.5,0,0,0,1,2,,15,55,672.0153999999999,15,127,12,,,0,1,1
13ddf5a35c2b,0,f57e5cb1f453,1,2020,NAP,1,1,,80,100,66.67,82.5,100,60,48,48,24,24,0,2,3,,26,236,1949.8599833333335,58,90,18,,,2,2,1
13e180a6050a,0,41e521adf8ae,1,2020,NAP,1,1,,93.18,88,100,90.90909091,90,66,61.5,61.5,33,28.5,0,2,3,,36,233,2922.728416666667,57,186,28,,,3,2,2
13e377caf8bb,0,0a5b046d07f6,1,2018,NAP,0,0,,100,,100,78.57142857142857,81.25,9,9,9,0,9,0,4,4,,1,5,45.244166666666665,1,,,,,3,1,0
13e72f6bc267,0,3d3286f7cd19,1,2019,NAP,1,1,,91.3,100,78.95,100,62.5,69,63,63,40.5,22.5,0,3,4,,39,233,3329.7914,66,96,29,,,3,2,2
13e7502af8e7,0,38b2d03f3256,1,2022,NAP,1,1,,100,100,100,,,60,60,60,30,30,0,1,1,,52,693,4392.881566666666,94,116,34,,,3,2,1
13eb4ec900c6,0,bb668ca95563,1,2018,NAP,0,1,,100,100,100,55.26315789473685,85,25.5,25.5,25.5,13.5,12,0,4,4,,54,282,4924.355283333333,107,36,37,,,3,2,0
13f886479f03,0,dac53c17c250,1,2019,NAP,0,0,,100,100,100,100,100,60,60,60,30,30,0,4,4,,44,238,2936.8869000000004,73,94,29,,,3,2,1
13fa669981a5,0,d6a403173361,1,2022,NAP,1,1,,55.17,70,47.37,,,43.5,24,24,10.5,4.5,0,1,2,,24,149,1591.7981833333333,40,,19,,,1,2,1
13fac95031f2,0,01d54579da44,1,2022,NAP,1,0,,100,100,100,,,56.5,56.5,56.5,9,11.5,0,1,2,,8,31,321.73516666666666,9,,2,,,3,1,1
1406a324a636,0,dac53c17c250,1,2019,NAP,1,0,,81.82,100,66.67,100,82.5,66,54,54,30,24,0,3,4,,2,6,90.27965,2,52,20,,,3,1,2
14080bf0e1a9,0,61a229bae1e9,1,2020,NAP,1,1,,100,100,100,100,100,60,60,60,30,30,0,3,4,,30,112,1386.6270666666667,36,45,23,,,3,2,1
1408fb49c95d,0,ec2e990b934d,1,2020,NAP,1,1,,85.11,100,74.07,90.47619047619048,65,70.5,60,60,30,30,0,2,3,,67,464,5871.34525,119,72,33,,,3,3,2
1409716e0ab8,0,86748254b6bf,1,,,0,0,,,,,,,60,0,0,0,0,0,1,1,,,,,,,,,,,,1
140b10356a3a,0,2206b111c94d,1,,,0,1,,100,100,100,,,60,60,60,30,30,0,1,1,,,,,,88,,,,3,,1
140c77210dc6,0,61a229bae1e9,1,2019,NAP,0,1,,76.92,100,62.5,100,100,78,60,60,30,30,0,3,4,,35,232,2175.3299166666666,53,122,18,,,2,2,2
141427e4f3a1,0,33cc6da30d94,1,,,0,1,,,,,,,60,0,0,0,0,0,1,1,,,,,,,,,,,,1
1.4155E+11,0,9ae2bdd7beed,1,2019,NAP,0,1,,100,100,100,100,100,60,60,60,30,30,0,4,4,,,,,,3,,,,3,,1
14231116a4de,0,2397346b4582,1,2019,NAP,0,0,,100,100,100,100,100,42,42,60,30,12,0,4,4,,53,354,5843.29745,113,124,38,,,3,2,1
14237a2e0be5,0,734d0759cdb4,1,2021,NAP,1,0,,80,60,100,100,,60,48,48,18,30,0,2,2,,25,257,2109.2191,52,99,18,,,2,2,1
1428e152f233,0,dac53c17c250,1,2019,NAP,0,0,,90.91,83.33,100,100,100,66,60,60,30,30,0,4,4,,59,273,4581.354583333334,105,75,38,,,3,2,2
142c23521b07,0,f57e5cb1f453,1,2021,NAP,1,1,,78,79.17,76.92,75,,75,58.5,58.5,28.5,30,0,1,2,,62,353,5915.998966666666,131,99,29,,,2,3,2
142c43fd7bc8,0,5bc05e241527,1,,,0,0,,0,0,0,,,90,0,0,0,0,0,1,1,"1,0",,,,,,,,,0,,2
142d66067dbf,0,0fecf9247f3d,1,2020,NAP,1,0,,100,100,100,100,100,60,60,60,33,27,0,3,3,,,,,,114,,,,3,,1
1436721ab730,0,7e62ce154998,1,,,0,1,,100,,100,70.96774193548387,100,13.5,13.5,13.5,0,0,0,2,2,,,,,,,,,,3,,0
143cc1c03080,0,d4ee9f58e586,1,2022,NCA,1,1,"1,0",33.33,66.67,0,,,36,12,12,12,0,0,1,4,,52,1732,4987.322433333334,114,,42,,,0,2,1
143d6ce75159,0,9ae2bdd7beed,1,2020,NAP,1,0,,100,100,100,100,100,60,60,60,25.5,25.5,0,3,3,,37,146,2383.21885,54,137,24,,,3,2,1
1440154793cc,0,5ec1a0c99d42,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,6,9,0,2,2,,23,98,1583.5326666666665,27,,20,,,3,2,1
1444c0bf8437,0,8bcbb4c131df,1,2022,NAP,1,1,,100,100,100,,,60,60,60,21,21,0,1,1,,150,1862,10783.219233333331,264,127,101,,,3,3,1
144608272b0e,0,01d54579da44,1,2021,NAP,1,0,,100,100,100,65,,66,66,66,10.5,10.5,0,1,2,,3,10,143.85985,3,132,2,,,3,1,2
144aa5b85fde,0,0fecf9247f3d,1,2020,NAP,1,0,,100,100,100,100,100,60,60,60,33,27,0,3,3,,,,,,48,,,,3,,1
144ada9d8a13,0,2397346b4582,1,2018,NAP,1,0,,89.74,82.61,100,70.27027027027027,35.8974359,58.5,52.5,70.5,28.5,24,0,3,4,,42,173,2485.5260500000004,60,121,32,,,3,2,1
144b24b3dd36,0,5ec1a0c99d42,1,,,0,1,,0,0,0,,,60,0,0,0,0,0,1,1,"1,0",7,39,402.1901,8,95,2,,,0,1,1
144d72940879,0,734d0759cdb4,1,2021,NAP,1,0,,57.5,30,85,100,,60,34.5,34.5,9,25.5,0,2,2,,24,125,1603.1548333333333,38,129,19,,,1,2,1
144fea9f0cdc,0,1d0ebea552eb,1,2020,NAP,1,1,,100,100,100,100,65,64.5,64.5,64.5,34.5,30,0,2,3,,19,95,1654.6559333333335,47,181,15,,,3,1,2
145060f316e5,0,0fecf9247f3d,1,2020,NAP,1,1,,100,100,100,100,90,64.5,64.5,64.5,37.5,27,0,2,3,,23,231,1920.5865166666667,42,77,14,,,3,2,2
14507fac0712,0,08c159cb811c,1,,,0,1,,100,100,100,100,,24,24,24,12,0,0,2,2,,,,,,12,,,,3,,0
1450b929d3b8,0,d6061bbee6cf,1,2017,NAP,1,1,,71.43,53.85,100,88.57142857142857,64.70588235294117,31.5,22.5,27,10.5,12,0,4,4,,7,74,661.6747166666667,15,50,6,,,2,1,1
145acc7422a1,0,6532ddd66812,1,,,1,1,,100,100,100,,,60,60,60,26,34,0,1,1,,,,,,,,,,3,,1
145bc0b8d69c,0,d4ee9f58e586,1,2022,NAP,1,0,,100,100,100,,,60,60,60,18,15,0,1,1,,53,886,4134.230466666667,93,64,27,,,3,2,1
14635a72849c,0,4ea837ac2e51,1,,,0,1,,100,,100,100,,18,18,30,0,0,0,2,2,,,,,,4,,,,3,,0
146386ea426a,0,3d3286f7cd19,1,2022,NAP,1,1,,100,100,100,,,60,60,60,12,30,0,1,1,,36,277,2520.643383333333,52,112,29,,,3,2,1
1466f9b9f448,0,2c7d5490e605,1,2019,NAP,0,1,,81.08,85.71,76.92,100,100,74,60,60,30,22.5,0,4,4,,,,,,95,,,,3,,2
1473037ad28a,0,3b731d7620bf,1,,,0,0,,,,,100,,60,60,60,30,18,0,2,2,,,,,,,,,,,,1
147423c90d82,0,61a229bae1e9,1,,,0,1,,0,0,0,0,0,63,0,0,0,0,0,1,1,"1,0",1,7,45.32528333333333,1,49,,,,0,1,2
1.47498E+11,0,3d3286f7cd19,1,2022,NTE,1,0,,91.49,100,84,,,70.5,64.5,64.5,33,31.5,0,1,4,,61,470,5197.265766666667,112,154,43,,,3,3,2
147632f24a54,0,f57e5cb1f453,1,2016,NAI,1,1,,,,,100,100,0,0,0,0,0,0,1,4,,,,,,,,,,,,0
14772e7c7774,0,be47addbcb8f,1,2018,NAP,1,0,,0,,0,85,100,9,0,0,0,0,0,4,4,,,,,,,,,,0,,0
147a161a12de,0,5ec1a0c99d42,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,6,9,0,2,2,,10,150,767.6512666666665,18,,6,,,3,1,1
147a88f1e479,0,0fecf9247f3d,1,2020,NAP,1,1,,72.73,100,54.55,100,100,82.5,60,60,33,27,0,3,3,,1,1,45.12255,1,115,53,,,2,1,2
147caee0b634,0,01d54579da44,1,,,0,0,,,,,,,60,0,0,0,0,0,1,1,,,,,,,,,,,,1
147e34ff55af,0,093434a3ee9e,1,2022,NAP,1,1,,100,100,100,,,60,60,60,30,30,0,1,1,,40,224,2710.7042333333334,63,129,29,,,3,2,1
147eb54e7453,0,bcac371b54f5,1,,,1,1,,50,100,0,100,,60,30,30,30,0,0,2,2,,,,,,29,,,,1,,1
14817c9e1c6b,0,5ec1a0c99d42,1,2019,NAP,0,1,,100,100,100,100,100,60,60,60,21,30,0,4,4,,,,,,64,,,,3,,1
1482e65b0e48,0,61a229bae1e9,1,2022,NTE,1,1,,100,100,100,,,75,75,75,39,36,0,1,2,,40,195,2497.3909833333337,66,125,23,,,3,2,2
1487692de91b,0,f57e5cb1f453,1,2017,NAP,1,1,,21.05,50,0,55.81395348837209,77.41935483870968,28.5,6,6,6,0,0,3,4,,15,70,918.7519166666666,20,5,11,,,0,1,0
1488212ecb2d,0,2397346b4582,1,2020,NAP,1,1,,68.18,77.27,59.09,84.09090909,90,66,45,45,25.5,19.5,0,2,3,,60,887,4460.5725999999995,105,144,38,,,2,2,2
148b57346b04,0,5ec1a0c99d42,1,2020,NAP,1,1,,100,100,100,100,100,60,60,60,37.5,22.5,0,3,3,,31,271,1895.812566666667,71,93,18,,,3,2,1
1492025db8b4,0,6a6581ce785d,1,,,1,1,,95.56,100,92,,,67.5,64.5,64.5,30,34.5,0,1,1,,,,,,115,,,,3,,2
1493c45bc756,0,01d54579da44,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,16.5,10.5,0,2,2,,20,53,948.3037333333334,22,126,13,,,3,1,1
1.49599E+11,0,d4ee9f58e586,1,2019,NAP,0,1,,100,100,100,64.40677966101694,100,51,51,63,34.5,16.5,0,3,4,,33,152,1953.0647,46,159,14,,,3,2,1
149d7b37c0f5,0,a512db2741cd,1,2019,NAP,0,1,,100,100,100,92.5,100,60,60,60,31.5,28.5,0,4,4,,95,861,9273.9781,230,179,68,,,3,3,1
14a242345824,0,9ae2bdd7beed,1,2020,NAP,1,0,,100,100,100,100,100,60,60,60,25.5,25.5,0,3,3,,49,498,3904.537366666667,96,162,39,,,3,2,1
14a31020533b,0,d6a403173361,1,2022,NAP,1,1,,75,100,64.29,,,60,45,45,18,9,0,1,1,,25,87,1476.0474333333334,31,41,15,,,2,2,1
14a3ae76f464,0,7045d16ae7f0,1,,,0,1,,,,,,,60,0,0,0,0,0,1,1,,,,,,,,,,,,1
14a9a7d99ee9,0,4a8596a7790b,1,2018,NAP,1,0,,41.03,0,69.57,48.837209302325576,47.5,58.5,24,24,0,24,0,2,3,,,,,,85,,,,1,,1
14b024654aa6,0,f57e5cb1f453,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,30,30,0,2,2,,28,281,2542.4836333333333,51,121,19,,,3,2,1
14b21a54c507,0,5ec1a0c99d42,1,2019,NLE,1,1,,43.75,57.14,40,100,100,96,42,42,12,30,0,4,4,,34,546,2349.98055,56,84,30,,,1,2,3
14b42f629f4a,0,5ec1a0c99d42,1,2021,BMA,1,1,,100,100,100,100,,60,60,60,6,9,0,2,2,,17,41,715.26405,17,105,13,,,3,1,1
14bb77bf813b,0,b847856411ae,1,,,0,0,,100,,100,0,100,12,12,12,0,0,0,2,2,,,,,,50,,,,3,,0
14bbde7c27e6,0,d6a403173361,1,2022,NAP,1,0,,60,100,42.86,,,60,36,36,18,9,0,1,1,,36,123,2602.6018833333337,67,131,22,,,1,2,1
14bc23ea1842,0,d4ee9f58e586,1,2022,NAP,1,1,,100,100,100,,,60,60,60,18,15,0,1,1,,85,471,4674.83065,108,124,50,,,3,3,1
14be74624d23,1,d6f0c71ef0c8,1,2022,NAP,0,0,,10,44.44,0,,,60,6,6,6,0,0,1,1,,11,34,479.75123333333335,13,63,5,,,0,1,1
14bfd7a1e291,1,5ec1a0c99d42,1,2019,NAP,1,1,,14.29,50,0,40,0,42,6,6,6,0,0,2,3,,45,315,2808.647283333333,68,4,32,,,0,2,1
14ca5105827b,0,01d54579da44,1,2020,NAP,1,1,,100,100,100,100,100,60,60,60,12,6,0,3,3,,77,287,2913.0565333333325,89,110,54,,,3,3,1
14ccc077da8b,0,734d0759cdb4,1,2020,NAP,1,1,,100,100,100,100,100,66,66,66,22.5,16.5,0,3,4,,44,2261,5180.61845,104,148,33,,,3,2,2
14cdbe4c65cc,0,fa66df2f99ce,1,,,0,0,,100,,100,80,,15,15,15,0,0,0,2,2,,,,,,,,,,3,,0
14ceeef931f5,0,5ec1a0c99d42,1,2022,NAP,1,0,,100,100,100,,,60,60,60,9,6,0,1,1,,15,55,705.7234166666668,14,,5,,,3,1,1
14d03bf824d0,1,f36e2794472c,1,,,0,1,,,,,,,24,24,24,15,9,0,1,1,,,,,,,,,,,,0
14d1ef697c17,0,7045d16ae7f0,1,2020,NLE,1,1,,100,100,100,100,100,60,60,60,30,30,0,3,3,,59,318,4825.027333333333,97,159,41,,,3,2,1
14d843bc7315,0,093434a3ee9e,1,2022,NAP,1,1,,50,40,60,,,60,30,30,12,18,0,1,1,,62,292,4424.54325,110,89,20,,,1,3,1
14d8e8cc79ff,0,01d54579da44,1,2022,NAP,1,1,,100,100,100,,,60,60,60,9,12,0,1,1,,20,111,1066.1116166666668,38,47,17,,,3,1,1
14dd4ebc9dbd,0,bb668ca95563,1,2018,NLE,0,1,,100,100,100,100,100,40.5,40.5,43.5,28.5,12,0,2,4,,47,164,2865.384666666667,67,68,25,,,3,2,1
14e318b8fe74,0,3d3286f7cd19,1,2018,NAP,0,1,,100,100,100,100,36.84210526315789,24,24,36,12,12,0,4,4,,50,608,4848.324883333333,113,52,38,,,3,2,0
14f29e470448,0,2c7d5490e605,1,2019,NAP,0,0,,92.5,100,85,100,100,60,55.5,60.76,30,18,0,4,4,,12,68,835.63685,18,102,8,,,3,1,1
14f335bfdaf0,0,01d54579da44,1,2019,NAP,1,1,,100,100,100,77.27272727272727,100,60,60,60,9,9,0,3,4,,46,186,1846.3673666666666,46,157,21,,,3,2,1
14f7b7755c1a,0,620c9c332101,1,2021,NRO,1,1,,100,100,100,100,,61.5,61.5,61.5,30,31.5,0,2,3,,52,753,4037.0058333333336,106,164,45,,,3,2,2
14f9a3b9f1c8,0,5ec1a0c99d42,1,2022,NAP,1,0,,100,100,100,,,60,60,60,9,6,0,1,1,,26,269,1899.0885166666665,42,,22,,,3,2,1
14fa07111d0c,0,d6061bbee6cf,1,2021,NAP,1,1,,52.94,62.5,44.44,40,,51,27,27,15,12,0,1,2,,12,70,721.7266833333333,20,22,12,,,1,1,1
14faa687aa91,0,210e3b160c35,1,2019,NAP,1,1,,92.5,85.71,100,53.65853658536586,38.46153846153847,60,55.5,55.5,27,28.5,0,2,3,,31,166,2658.81655,52,185,22,,,3,2,1
14fdf61bd68f,0,01d54579da44,1,2021,NAP,1,1,,100,100,100,100,,60,60,60,16.5,10.5,0,2,2,,46,454,4299.3811166666665,83,156,31,,,3,2,1
150600dfafb3,0,d4ee9f58e586,1,2020,NAP,1,0,,100,100,100,100,100,57,57,57,25.5,31.5,0,3,3,,30,321,2104.92135,49,138,23,,,3,2,1
15078639f78c,1,4621c1d55fa4,1,2022,NAP,0,0,,48.94,82.61,16.67,,,70.5,34.5,34.5,28.5,6,0,1,1,,28,200,1670.2698500000001,37,87,15,,,1,2,2
150997fdc635,0,01d54579da44,1,2017,NRO,1,1,,42.42,50,40.74,86.95652173913044,85,49.5,21,21,4.5,9,0,4,5,,,,,,3,,,,1,,1
150d000bccc4,0,d4ee9f58e586,1,2019,NAP,0,1,,77.5,100,47.06,100,100,60,46.5,47,34.5,12,0,4,4,,1,1,45.1847,1,58,38,,,2,1,1
150f98b2f1d1,0,d4ee9f58e586,1,2021,NAP,1,0,,100,100,100,100,,60,60,60,18,24,0,2,2,,45,187,2269.8454333333334,74,143,21,,,3,2,1
1511d01c9840,0,01d54579da44,1,2016,NAP,1,0,,26.47,0,29.03,8.333333333333332,27.27272727272727,51,13.5,13.5,0,4.5,0,3,4,,19,98,842.26155,26,42,19,,,0,1,1
151bf3f2c065,0,5cf4e26bd3d8,1,2022,NAP,1,1,,80,80,80,,,60,48,48,24,24,0,1,1,,25,167,2554.34715,37,135,11,,,2,2,1
151d042448ff,0,d6f0c71ef0c8,1,,,0,0,,,,,,,60,0,0,0,0,0,1,1,,,,,,,,,,,,1
15208bec4d07,0,01d54579da44,0,2017,NAP,1,1,,73.91,100,70,35.714285714285715,71.15384615384616,34.5,25.5,25.5,4.5,4.5,0,3,5,,72,415,3985.1196999999997,83,29,63,,,2,3,1
152145cb9c23,1,dc7b81fd2fff,1,,,0,1,,0,0,0,,,60,0,0,0,0,60,1,1,,,,,,,,,,0,,1
15247283af96,0,7045d16ae7f0,1,2022,NAP,1,0,,100,100,100,,,60,60,60,30,30,0,1,1,,119,968,17237.042650000003,506,157,61,,,3,3,1
152629dcc228,0,01d54579da44,1,2018,NAP,1,1,,100,100,100,85,85,46.5,46.5,49.5,9,4.5,0,4,5,,12,67,593.0452833333334,15,96,12,,,3,1,1
15291074fc12,0,d4ee9f58e586,1,2015,NAP,0,1,,100,,100,0,0,12,12,12,0,12,0,4,4,,,,,,24,,,,3,,0
1529dacee291,0,1d0ebea552eb,1,2021,NTE,1,0,,35,47.06,26.09,50,,60,21,21,12,9,0,2,3,,29,117,1606.0433333333335,34,105,20,,,0,2,1
152cdfa8b42d,0,210e3b160c35,1,2019,NAP,1,1,,77.78,100,60,100,100,54,42,48,24,18,0,4,4,,20,525,1456.5214166666667,32,101,16,,,2,1,1
152eaa55f7e3,0,740c59b88403,1,,,1,0,,100,100,100,,,60,60,60,33,27,0,1,1,,,,,,123,,,,3,,1
1531f7144cd5,0,3d3286f7cd19,1,2019,NAP,1,1,,100,100,100,69.44444444444444,42.85714285714285,61.5,61.5,61.5,30,31.5,0,2,3,,42,233,3482.78625,83,151,25,,,3,2,2
153b4bb445e5,0,0fecf9247f3d,1,2019,NAP,1,0,,80,78.95,81.25,65,55.00000000000001,52.5,42,50.5,22.5,19.5,0,2,4,,45,201,2646.6869666666666,67,111,30,,,2,2,1
153b7ef6a7af,0,bb668ca95563,1,2016,NAP,0,1,,100,,100,0,38.46153846153847,12,12,12,0,12,0,4,4,,,,,,,,,,3,,0
154083e8ace5,0,b847856411ae,1,,,1,0,,100,100,100,,,60,60,60,30,30,0,1,1,,,,,,136,,,,3,,1
1545c425e3c8,1,5ec1a0c99d42,1,2022,NAP,0,0,,0,0,0,,,60,0,0,0,0,0,1,1,,3,8,106.9135,3,,11,,,0,1,1
1548eec42c1b,0,f8809aff4d69,1,2022,NAP,1,0,,100,100,100,,,60,60,60,30,30,0,1,1,,,,,,126,,,,3,,1
154999ff42f1,0,be47addbcb8f,1,2020,NAP,1,1,,100,100,100,100,100,60,60,60,30,30,0,3,3,,26,97,1098.9084,28,,22,,,3,2,1
