Student ID,Dropout (1=Yes 0=No),Status (A=Dropout B=Stayed),Degree Code,Study Mode,Entry Year,Admission Type,Active Enrollment,Displaced Student,Second Degree Student,Overall Pass Rate (%),Pass Rate Semester A (%),Pass Rate Semester B (%),Pass Rate Last Year (%),Pass Rate 2 Years Ago (%),Credits Enrolled Total,Credits Passed Total,Credits Passed Normal,Credits Passed Sem A,Credits Passed Sem B,Credits Pending Grade,Lowest Year of Study,Highest Year of Study,Unpaid Fees Flag,Platform Days Logged (Total),Platform Events (Total),Platform Minutes (Total),Platform Visits (Total),Campus WiFi Days (Total),Resource Access Days (Total),Assignment Submissions (Total),Test Submissions (Total),Performance Bucket,Engagement Level,Credits Enrolled Band
8720a31c8818,1,Dropout,bb668ca95563,Full-time,2017,NTE,0.0,B,,0.0,0.0,0.0,0.0,6.976744186046512,54.0,0.0,0.0,0.0,0.0,0.0,2,4,,1.0,2.0,46.04226666666667,1.0,25.0,1.0,,,Low (0-40%),Low (1-20 days),30-60 credits
872910738954,0,Stayed,8e612bd1f5d1,Full-time,2019,NAP,1.0,A,,71.79,100.0,52.17,100.0,100.0,58.5,42.0,47.0,24.0,18.0,0.0,4,4,,21.0,68.0,1037.22755,27.0,72.0,14.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
872969e132bc,0,Stayed,2811745d7b8d,Full-time,2019,NAP,1.0,A,,100.0,100.0,100.0,93.61702127659576,100.0,60.0,60.0,60.0,30.0,30.0,0.0,3,4,,30.0,136.0,2287.0733833333334,43.0,70.0,20.0,,,High (80-100%),Medium (21-60 days),30-60 credits
8730507dbeee,0,Stayed,1d0ebea552eb,Full-time,2020,NAP,1.0,B,,84.21,71.43,100.0,72.0,65.0,57.0,48.0,61.5,22.5,25.5,0.0,2,3,,55.0,476.0,5380.808333333333,101.0,115.0,33.0,,,High (80-100%),Medium (21-60 days),30-60 credits
873918c87fdd,0,Stayed,cc30b5886e1f,Full-time,,,0.0,A,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,30-60 credits
8739cc3c6b98,0,Stayed,9ae2bdd7beed,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,25.5,25.5,0.0,3,3,,22.0,130.0,1201.8016666666667,30.0,155.0,13.0,,,High (80-100%),Medium (21-60 days),30-60 credits
873b5c51819f,0,Stayed,3d3286f7cd19,Full-time,2019,NAP,1.0,A,,58.14,100.0,25.0,100.0,100.0,64.5,37.5,46.5,28.5,9.0,0.0,4,4,,22.0,141.0,2204.6534999999994,42.0,83.0,15.0,,,Medium (40-60%),Medium (21-60 days),60-90 credits
873d5021774e,0,Stayed,61a229bae1e9,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,33.0,27.0,0.0,2,2,,18.0,88.0,982.38345,23.0,87.0,10.0,,,High (80-100%),Low (1-20 days),30-60 credits
87409e286da6,0,Stayed,7e62ce154998,Full-time,,,0.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,33.0,13.5,0.0,2,2,,,,,,39.0,,,,High (80-100%),,30-60 credits
87469a30d5e9,0,Stayed,0fecf9247f3d,Full-time,2019,NAP,0.0,B,,100.0,100.0,100.0,100.0,100.0,42.0,42.0,60.0,25.5,16.5,0.0,4,4,,46.0,635.0,3699.5726166666664,86.0,58.0,31.0,,,High (80-100%),Medium (21-60 days),30-60 credits
8749a5cedc91,0,Stayed,6ae2718959c4,Full-time,,,0.0,A,,100.0,,100.0,100.0,100.0,12.0,12.0,12.0,0.0,12.0,0.0,1,1,,,,,,,,,,High (80-100%),,<30 credits
874c6315d095,0,Stayed,1d0ebea552eb,Full-time,2022,NAP,1.0,A,,80.0,100.0,60.0,,,60.0,48.0,48.0,30.0,18.0,0.0,1,1,,38.0,296.0,3885.7069166666665,84.0,95.0,25.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
8750da6b38d1,0,Stayed,5ec1a0c99d42,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,33.0,18.0,0.0,4,4,,4.0,9.0,164.81326666666666,5.0,92.0,14.0,,,High (80-100%),Low (1-20 days),30-60 credits
875237ce802d,0,Stayed,0a5b046d07f6,Full-time,2022,NAP,1.0,A,,80.0,80.0,80.0,,,60.0,48.0,48.0,24.0,24.0,0.0,1,1,,21.0,108.0,1090.99375,26.0,54.0,5.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
8754eaee3103,0,Stayed,2206b111c94d,Full-time,,,1.0,B,,40.82,68.97,0.0,,,73.5,30.0,30.0,30.0,0.0,0.0,1,1,,,,,,91.0,,,,Medium (40-60%),,60-90 credits
875786400dab,1,Dropout,8bcbb4c131df,Full-time,2021,NLE,0.0,B,,90.0,80.0,100.0,100.0,,60.0,54.0,54.0,24.0,30.0,0.0,2,2,,42.0,229.0,2256.5556833333335,58.0,127.0,31.0,,,High (80-100%),Medium (21-60 days),30-60 credits
875ea109eddb,0,Stayed,a512db2741cd,Full-time,2020,NAP,1.0,B,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,28.5,31.5,0.0,3,3,,38.0,303.0,3228.283683333333,77.0,81.0,22.0,,,High (80-100%),Medium (21-60 days),30-60 credits
8762bff5572d,0,Stayed,5ec1a0c99d42,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,6.0,9.0,0.0,2,2,,3.0,8.0,137.50248333333334,3.0,94.0,11.0,,,High (80-100%),Low (1-20 days),30-60 credits
8768c6f83701,0,Stayed,1d0ebea552eb,Full-time,2021,NAP,1.0,B,,90.0,80.95,100.0,100.0,,60.0,54.0,54.0,25.5,28.5,0.0,2,2,,30.0,112.0,2434.0428500000003,60.0,62.0,19.0,,,High (80-100%),Medium (21-60 days),30-60 credits
876b2f53cce8,0,Stayed,2206b111c94d,Full-time,,,0.0,A,,100.0,,100.0,50.0,,30.0,30.0,30.0,0.0,0.0,0.0,1,1,,,,,,10.0,,,,High (80-100%),,<30 credits
87710c9ccc61,0,Stayed,1d0ebea552eb,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,79.0,466.0,5978.247033333335,136.0,103.0,31.0,,,High (80-100%),High (60+ days),30-60 credits
87745a441310,0,Stayed,210e3b160c35,Full-time,2018,NAP,1.0,A,,51.61,20.0,81.25,30.0,37.5,46.5,24.0,24.0,4.5,19.5,0.0,2,3,,3.0,10.0,142.51678333333334,3.0,72.0,1.0,,,Medium (40-60%),Low (1-20 days),30-60 credits
8774c2cb1862,0,Stayed,a512db2741cd,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,28.5,31.5,0.0,2,2,,53.0,394.0,5198.5471166666675,112.0,70.0,45.0,,,High (80-100%),Medium (21-60 days),30-60 credits
8778fe35d777,0,Stayed,be47addbcb8f,Full-time,2019,NAP,1.0,A,,85.0,100.0,66.67,100.0,100.0,60.0,51.0,51.0,33.0,12.0,0.0,4,4,,42.0,369.0,2263.8371666666667,70.0,6.0,20.0,,,High (80-100%),Medium (21-60 days),30-60 credits
877d5a232927,0,Stayed,ec2e990b934d,Full-time,2019,NAP,1.0,A,,55.32,65.0,48.15,100.0,80.76923076923077,70.5,39.0,39.0,19.5,19.5,0.0,3,4,,82.0,614.0,7935.8273,206.0,85.0,55.0,,,Medium (40-60%),High (60+ days),60-90 credits
877e2bb88fef,0,Stayed,61a229bae1e9,Full-time,2019,NLE,0.0,B,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,39.0,21.0,0.0,4,4,,39.0,398.0,2379.948083333333,51.0,90.0,23.0,,,High (80-100%),Medium (21-60 days),30-60 credits
877f1cd2eb45,0,Stayed,b847856411ae,Full-time,,,0.0,B,,100.0,100.0,100.0,100.0,,42.0,42.0,42.0,30.0,0.0,0.0,2,2,,,,,,64.0,,,,High (80-100%),,30-60 credits
877fa7fad838,0,Stayed,1d0ebea552eb,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,30.0,30.0,0.0,3,3,,26.0,143.0,1536.20175,35.0,170.0,19.0,,,High (80-100%),Medium (21-60 days),30-60 credits
87801ac4b35a,0,Stayed,620c9c332101,Full-time,2022,NAP,1.0,A,,35.0,40.0,30.0,,,60.0,21.0,21.0,12.0,9.0,0.0,1,1,,,,,,70.0,,,,Low (0-40%),,30-60 credits
87802f4de3ce,0,Stayed,734d0759cdb4,Full-time,2019,NAP,0.0,B,,70.0,100.0,40.0,100.0,100.0,60.0,42.0,60.0,30.0,12.0,0.0,3,4,,2.0,2.0,90.47288333333333,2.0,61.0,35.0,,,Good (60-80%),Low (1-20 days),30-60 credits
878243c697c5,0,Stayed,5ec1a0c99d42,Full-time,2022,NAP,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,9.0,6.0,0.0,1,1,,,,,,,,,,High (80-100%),,30-60 credits
8782fe0f7e0b,0,Stayed,5ec1a0c99d42,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,66.0,66.0,66.0,36.0,25.5,0.0,3,3,,50.0,299.0,4070.4306,92.0,111.0,36.0,,,High (80-100%),Medium (21-60 days),60-90 credits
878d637f4f22,0,Stayed,83d7ce01060c,Full-time,,,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,33.0,27.0,0.0,1,1,,,,,,106.0,,,,High (80-100%),,30-60 credits
878ef8945233,0,Stayed,d6a403173361,Full-time,2015,NAP,0.0,A,,100.0,,100.0,0.0,0.0,12.0,12.0,12.0,0.0,12.0,0.0,4,4,,5.0,175.0,288.32306666666665,6.0,2.0,5.0,,,High (80-100%),Low (1-20 days),<30 credits
8791f2bdd514,0,Stayed,1d0ebea552eb,Full-time,2022,NAP,1.0,A,,80.0,100.0,60.0,,,60.0,48.0,48.0,30.0,18.0,0.0,1,1,,79.0,951.0,7993.15315,209.0,51.0,50.0,,,Good (60-80%),High (60+ days),30-60 credits
87945d9b48d0,0,Stayed,f57e5cb1f453,Full-time,2020,NAP,1.0,B,,43.59,80.95,0.0,45.0,100.0,58.5,25.5,25.5,25.5,0.0,0.0,2,3,,6.0,48.0,471.1822833333333,12.0,115.0,5.0,,,Medium (40-60%),Low (1-20 days),30-60 credits
879d43ab8883,0,Stayed,6a6581ce785d,Full-time,,,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,,,,,91.0,,,,High (80-100%),,30-60 credits
87a32a3e911c,0,Stayed,131127203c89,Full-time,,,1.0,A,,100.0,100.0,100.0,,,42.0,42.0,42.0,32.0,10.0,0.0,1,1,,,,,,74.0,,,,High (80-100%),,30-60 credits
87a57d6ea163,0,Stayed,3d3286f7cd19,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,30.0,30.0,0.0,2,2,,47.0,169.0,3715.3174,84.0,33.0,28.0,,,High (80-100%),Medium (21-60 days),30-60 credits
87ab9096e7ba,0,Stayed,0a5b046d07f6,Full-time,2022,NAP,1.0,A,,70.0,60.0,80.0,,,60.0,42.0,42.0,18.0,24.0,0.0,1,1,,13.0,130.0,695.4156,15.0,108.0,10.0,,,Good (60-80%),Low (1-20 days),30-60 credits
87b0cf8e0607,0,Stayed,bb668ca95563,Full-time,2019,NAP,1.0,A,,83.33,100.0,55.56,90.0,92.5,72.0,60.0,60.0,45.0,15.0,0.0,1,4,,31.0,96.0,1292.6788166666665,29.0,88.0,22.0,,,High (80-100%),Medium (21-60 days),60-90 credits
87b27c1a5f80,0,Stayed,3d3286f7cd19,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,30.0,30.0,0.0,2,2,,37.0,532.0,4423.679216666666,81.0,131.0,26.0,,,High (80-100%),Medium (21-60 days),30-60 credits
87c0d73c36f0,0,Stayed,734d0759cdb4,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,54.0,54.0,54.0,18.0,18.0,0.0,1,1,,,,,,115.0,,,,High (80-100%),,30-60 credits
87c5c1b2fae4,0,Stayed,d6a403173361,Full-time,2022,NAP,1.0,A,,0.0,0.0,0.0,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,12.0,36.0,586.2466166666667,13.0,,6.0,,,Low (0-40%),Low (1-20 days),30-60 credits
87cee9394e91,0,Stayed,3d3286f7cd19,Full-time,2020,NAP,1.0,B,,100.0,100.0,100.0,100.0,90.9090909090909,61.5,61.5,61.5,28.5,33.0,0.0,3,3,,51.0,251.0,4144.899533333333,92.0,110.0,41.0,,,High (80-100%),Medium (21-60 days),60-90 credits
87cff5f5048c,0,Stayed,dac53c17c250,Full-time,2022,NAP,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,28.5,31.5,0.0,1,1,,27.0,100.0,1644.5869166666666,37.0,94.0,20.0,,,High (80-100%),Medium (21-60 days),30-60 credits
87d2aca8cb01,0,Stayed,d4ee9f58e586,Full-time,2021,NAP,1.0,A,,60.0,66.67,57.14,100.0,,60.0,36.0,36.0,12.0,6.0,0.0,2,2,,,,,,123.0,,,,Medium (40-60%),,30-60 credits
87d4bd097ab3,0,Stayed,be47addbcb8f,Full-time,2021,NAP,0.0,B,,100.0,100.0,100.0,66.66666666666666,,60.0,60.0,60.0,33.0,27.0,0.0,4,4,,48.0,240.0,2825.3592166666663,77.0,,24.0,,,High (80-100%),Medium (21-60 days),30-60 credits
87e997c02329,0,Stayed,620c9c332101,Full-time,2021,NAP,1.0,A,,52.5,60.0,45.0,60.0,,60.0,31.5,31.5,18.0,13.5,0.0,1,2,,54.0,817.0,4681.791866666667,110.0,110.0,44.0,,,Medium (40-60%),Medium (21-60 days),30-60 credits
87f185d59f5b,0,Stayed,7045d16ae7f0,Full-time,2022,NAP,1.0,A,,100.0,100.0,100.0,,,60.0,60.0,60.0,30.0,30.0,0.0,1,1,,61.0,314.0,4857.949566666666,139.0,161.0,32.0,,,High (80-100%),High (60+ days),30-60 credits
87f59762beb6,0,Stayed,dac53c17c250,Full-time,2018,NAP,1.0,B,,77.42,72.0,100.0,39.02439024390244,65.85365853658537,46.5,36.0,38.51,27.0,9.0,0.0,2,4,,83.0,873.0,9279.920733333334,216.0,126.0,49.0,,,Good (60-80%),High (60+ days),30-60 credits
87f655e9b216,0,Stayed,8e612bd1f5d1,Full-time,2018,NAP,0.0,B,,100.0,,100.0,77.77777777777779,100.0,12.0,12.0,18.0,0.0,12.0,0.0,4,4,,,,,,72.0,,,,High (80-100%),,<30 credits
87f8a8e571dd,0,Stayed,1d0ebea552eb,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,30.0,30.0,0.0,3,3,,40.0,230.0,3272.951383333333,79.0,133.0,31.0,,,High (80-100%),Medium (21-60 days),30-60 credits
87f90f50d86a,0,Stayed,81ea96707fb0,Full-time,,,1.0,A,,76.92,100.0,45.45,,,52.0,40.0,48.0,30.0,10.0,0.0,1,1,,,,,,65.0,,,,Good (60-80%),,30-60 credits
87fafd02af82,0,Stayed,bb668ca95563,Part-time,2019,NTE,1.0,A,,0.0,0.0,0.0,25.0,40.625,43.5,0.0,0.0,0.0,0.0,0.0,2,3,,20.0,201.0,1356.2042166666665,31.0,,19.0,,,Low (0-40%),Low (1-20 days),30-60 credits
87fb142cfda6,0,Stayed,bfad68fe2ab8,Full-time,,,1.0,A,,100.0,100.0,100.0,,,54.0,54.0,54.0,30.0,24.0,0.0,1,1,,,,,,61.0,,,,High (80-100%),,30-60 credits
88010e5b928f,0,Stayed,d4ee9f58e586,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,18.0,15.0,0.0,1,1,,36.0,233.0,2126.3228,61.0,164.0,19.0,,,High (80-100%),Medium (21-60 days),30-60 credits
8804407ccf53,0,Stayed,1d0ebea552eb,Full-time,2019,NAP,1.0,A,,100.0,100.0,100.0,100.0,57.49999999999999,60.0,60.0,60.0,30.0,30.0,0.0,3,3,,60.0,360.0,6425.087916666667,118.0,156.0,41.0,,,High (80-100%),Medium (21-60 days),30-60 credits
880519fcf10a,0,Stayed,620c9c332101,Full-time,2019,NAP,1.0,A,,28.21,36.84,20.0,70.0,100.0,58.5,16.5,16.5,10.5,6.0,0.0,2,3,,65.0,1594.0,6005.7107,158.0,71.0,63.0,,,Low (0-40%),High (60+ days),30-60 credits
880d65171316,0,Stayed,d4ee9f58e586,Full-time,2022,NAP,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,18.0,15.0,0.0,1,1,,86.0,434.0,6674.175883333333,145.0,162.0,59.0,,,High (80-100%),High (60+ days),30-60 credits
881253558b80,0,Stayed,5ec1a0c99d42,Part-time,2020,NAP,1.0,A,,100.0,100.0,100.0,90.0,100.0,33.0,33.0,33.0,12.0,21.0,0.0,2,3,,5.0,16.0,276.5772333333333,6.0,,2.0,,,High (80-100%),Low (1-20 days),30-60 credits
8819c2d01451,0,Stayed,01d54579da44,Full-time,2018,NAP,0.0,A,,100.0,100.0,100.0,100.0,100.0,51.0,51.0,51.0,9.0,10.5,0.0,5,5,,47.0,307.0,2179.8404,74.0,95.0,28.0,,,High (80-100%),Medium (21-60 days),30-60 credits
881b304b3003,0,Stayed,0fecf9247f3d,Full-time,2018,NAP,0.0,A,,100.0,100.0,100.0,87.87878787878788,100.0,43.5,43.5,43.5,31.5,12.0,0.0,3,4,,4.0,9.0,91.18623333333335,3.0,35.0,1.0,,,High (80-100%),Low (1-20 days),30-60 credits
8821c9c7b48a,0,Stayed,9212e5e6ef41,Full-time,,,0.0,B,,100.0,100.0,100.0,,,60.0,60.0,60.0,40.0,10.0,0.0,1,1,,,,,,98.0,,,,High (80-100%),,30-60 credits
8823eae35c24,0,Stayed,5bc05e241527,Full-time,,,0.0,A,,100.0,,100.0,100.0,75.0,15.0,15.0,15.0,0.0,0.0,0.0,2,2,,,,,,,,,,High (80-100%),,<30 credits
882f14d52fe8,0,Stayed,2206b111c94d,Full-time,,,1.0,A,,50.0,100.0,23.08,,,60.0,30.0,30.0,21.0,0.0,0.0,1,1,,,,,,65.0,,,,Medium (40-60%),,30-60 credits
8837e0dd047a,0,Stayed,d6a403173361,Full-time,2022,NAP,1.0,A,,82.5,75.0,85.71,,,60.0,49.5,49.5,13.5,9.0,0.0,1,1,,,,,,75.0,,,,High (80-100%),,30-60 credits
8837eeb31785,0,Stayed,61a229bae1e9,Full-time,2017,NAP,1.0,B,,0.0,,0.0,88.23529411764706,83.33333333333334,6.0,0.0,0.0,0.0,0.0,0.0,4,4,,,,,,,,,,Low (0-40%),,<30 credits
883d659c6756,0,Stayed,0fecf9247f3d,Full-time,2018,NAP,1.0,B,,7.14,0.0,10.71,27.77777777777778,27.027027027027028,63.0,4.5,4.5,0.0,4.5,0.0,2,3,,12.0,108.0,731.2928333333333,19.0,76.0,11.0,,,Low (0-40%),Low (1-20 days),60-90 credits
8840a66693e8,0,Stayed,f11a7d64cc02,Full-time,,,1.0,B,,90.0,80.0,100.0,,,60.0,54.0,54.0,24.0,30.0,0.0,1,1,,,,,,148.0,,,,High (80-100%),,30-60 credits
88455fb08d66,0,Stayed,2397346b4582,Full-time,2020,NAP,1.0,B,,72.55,77.27,68.97,85.0,100.0,76.5,55.5,55.5,25.5,30.0,0.0,2,3,,42.0,425.0,2571.3001833333337,59.0,75.0,23.0,,,Good (60-80%),Medium (21-60 days),60-90 credits
884f480e7db6,0,Stayed,0fecf9247f3d,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,90.0,100.0,66.0,66.0,66.0,33.0,33.0,0.0,2,3,,39.0,1280.0,3452.8196666666663,76.0,92.0,32.0,,,High (80-100%),Medium (21-60 days),60-90 credits
88512abc4b91,0,Stayed,3d3286f7cd19,Full-time,2021,NAP,1.0,B,,68.18,83.33,50.0,90.0,,66.0,45.0,45.0,30.0,15.0,0.0,1,2,,26.0,119.0,1501.0241666666666,41.0,24.0,21.0,,,Good (60-80%),Medium (21-60 days),60-90 credits
885238c0d86b,0,Stayed,0fecf9247f3d,Full-time,2019,NAP,0.0,A,,70.0,100.0,40.0,100.0,100.0,60.0,42.0,62.0,30.0,12.0,0.0,4,4,,38.0,183.0,2363.932316666667,47.0,173.0,30.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
8852ae574173,0,Stayed,210e3b160c35,Full-time,,,0.0,A,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,,,,,,,30-60 credits
8853fb3af6c4,0,Stayed,77334823791b,Full-time,,,0.0,A,,,,,,,60.0,0.0,0.0,0.0,0.0,0.0,1,1,,,,,,2.0,,,,,,30-60 credits
8855c1c13a67,1,Dropout,f36e2794472c,Full-time,,,0.0,A,,,,,,,18.0,18.0,18.0,12.0,6.0,0.0,1,1,,,,,,,,,,,,<30 credits
8856cf4ef5f2,0,Stayed,48fe0661615d,Full-time,,,0.0,B,,100.0,,100.0,65.71428571428571,91.66666666666666,12.0,12.0,12.0,0.0,0.0,0.0,2,2,,,,,,,,,,High (80-100%),,<30 credits
88574c5d667c,0,Stayed,8e612bd1f5d1,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,60.0,30.0,30.0,0.0,4,4,,18.0,131.0,914.7010499999999,25.0,54.0,12.0,,,High (80-100%),Low (1-20 days),30-60 credits
88598790dc66,0,Stayed,bcac371b54f5,Full-time,,,0.0,A,,100.0,,100.0,66.66666666666666,100.0,15.0,15.0,15.0,0.0,0.0,0.0,2,2,,,,,,,,,,High (80-100%),,<30 credits
885a5e8b8a32,0,Stayed,d6a403173361,Full-time,2022,NAP,1.0,A,,85.0,100.0,78.57,,,60.0,51.0,51.0,18.0,15.0,0.0,1,1,,32.0,142.0,2852.5017833333336,56.0,13.0,21.0,,,High (80-100%),Medium (21-60 days),30-60 credits
885f57cbc719,0,Stayed,0fecf9247f3d,Full-time,2019,NAP,0.0,B,,70.0,100.0,40.0,100.0,100.0,60.0,42.0,60.0,30.0,12.0,0.0,4,4,,23.0,158.0,1883.035933333333,39.0,16.0,15.0,,,Good (60-80%),Medium (21-60 days),30-60 credits
8863e6e4ed98,0,Stayed,734d0759cdb4,Full-time,2019,NAP,1.0,A,,86.67,71.43,100.0,35.0,25.0,45.0,39.0,39.0,15.0,15.0,0.0,1,2,,24.0,117.0,1605.72285,39.0,209.0,16.0,,,High (80-100%),Medium (21-60 days),30-60 credits
8867a22065fa,0,Stayed,1d0ebea552eb,Full-time,2022,NAP,1.0,A,,40.0,40.0,40.0,,,60.0,24.0,24.0,12.0,12.0,0.0,1,1,,38.0,265.0,3057.5747333333334,61.0,108.0,27.0,,,Low (0-40%),Medium (21-60 days),30-60 credits
8868cb63ad83,0,Stayed,3d3286f7cd19,Full-time,2019,NAP,0.0,B,,93.02,100.0,85.0,100.0,100.0,64.5,60.0,60.0,34.5,25.5,0.0,4,4,,50.0,328.0,3742.0116666666668,89.0,,29.0,,,High (80-100%),Medium (21-60 days),60-90 credits
886b0f2c296b,0,Stayed,61a229bae1e9,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,33.0,27.0,0.0,2,2,,46.0,218.0,2971.3883166666665,73.0,140.0,24.0,,,High (80-100%),Medium (21-60 days),30-60 credits
8873c406cc75,0,Stayed,ec2e990b934d,Full-time,2019,NAP,1.0,A,,45.45,55.0,30.77,33.33333333333333,61.29032258064516,49.5,22.5,22.5,16.5,6.0,0.0,2,2,,28.0,189.0,2141.2791333333334,45.0,78.0,26.0,,,Medium (40-60%),Medium (21-60 days),30-60 credits
8878d478a333,0,Stayed,bb668ca95563,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,93.61702127659576,90.0,60.0,60.0,60.0,30.0,30.0,0.0,3,3,,61.0,202.0,4288.038533333333,101.0,97.0,29.0,,,High (80-100%),High (60+ days),30-60 credits
8881ff7a935b,0,Stayed,9212e5e6ef41,Full-time,,,0.0,A,,100.0,,100.0,0.0,33.33333333333333,10.0,10.0,10.0,0.0,0.0,0.0,1,1,,,,,,,,,,High (80-100%),,<30 credits
888e22b91d17,0,Stayed,2206b111c94d,Full-time,,,1.0,A,,100.0,,100.0,42.5,,34.5,34.5,34.5,0.0,0.0,0.0,1,1,,,,,,58.0,,,,High (80-100%),,30-60 credits
889321ddafbe,0,Stayed,5ec1a0c99d42,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,6.0,9.0,0.0,2,2,,41.0,279.0,3067.63945,70.0,10.0,30.0,,,High (80-100%),Medium (21-60 days),30-60 credits
8893d15cd474,0,Stayed,0fecf9247f3d,Full-time,2019,NAP,0.0,A,,89.29,100.0,72.73,100.0,100.0,42.0,37.5,60.01,25.5,12.0,0.0,4,4,,44.0,644.0,3312.277383333333,85.0,53.0,35.0,,,High (80-100%),Medium (21-60 days),30-60 credits
889629539a75,0,Stayed,61a229bae1e9,Full-time,2021,NAP,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,33.0,27.0,0.0,2,2,,51.0,203.0,2968.8739333333338,79.0,117.0,22.0,,,High (80-100%),Medium (21-60 days),30-60 credits
889bb578cf21,0,Stayed,8e612bd1f5d1,Full-time,2020,NAP,1.0,A,,100.0,100.0,100.0,100.0,100.0,60.0,60.0,66.0,31.5,28.5,0.0,3,3,,39.0,177.0,2384.958066666667,59.0,124.0,30.0,,,High (80-100%),Medium (21-60 days),30-60 credits
889c265c9515,0,Stayed,7045d16ae7f0,Full-time,2018,NAP,0.0,A,,100.0,,100.0,80.0,100.0,12.0,12.0,12.0,0.0,12.0,0.0,4,4,,2.0,31.0,119.71775,3.0,1.0,1.0,,,High (80-100%),Low (1-20 days),<30 credits
88a0e8da582f,0,Stayed,1d0ebea552eb,Full-time,2019,NAP,0.0,A,,100.0,100.0,100.0,90.69767441860463,91.30434782608695,63.0,63.0,76.5,46.5,16.5,0.0,3,4,,13.0,19.0,550.4419333333333,13.0,34.0,7.0,,,High (80-100%),Low (1-20 days),60-90 credits
88a476cd9774,0,Stayed,3d3286f7cd19,Full-time,2021,NAP,1.0,A,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,30.0,30.0,0.0,2,2,,64.0,445.0,5079.762483333334,134.0,141.0,41.0,,,High (80-100%),High (60+ days),30-60 credits
88a81bf9c633,0,Stayed,b60300641c36,Full-time,,,1.0,B,,100.0,100.0,100.0,,,60.0,60.0,65.0,30.0,30.0,0.0,1,1,,,,,,156.0,,,,High (80-100%),,30-60 credits
88ad9f895758,0,Stayed,5ec1a0c99d42,Full-time,2021,NLE,1.0,B,,100.0,100.0,100.0,100.0,,60.0,60.0,60.0,6.0,9.0,0.0,2,2,,48.0,353.0,3222.341933333333,81.0,27.0,41.0,,,High (80-100%),Medium (21-60 days),30-60 credits
88ae2482966e,0,Stayed,38b2d03f3256,Full-time,2021,NAP,1.0,A,,64.29,59.38,70.83,60.0,,84.0,54.0,54.0,28.5,25.5,0.0,1,2,,45.0,273.0,4162.9811500000005,94.0,141.0,29.0,,,Good (60-80%),Medium (21-60 days),60-90 credits
88b531595957,0,Stayed,dac53c17c250,Full-time,2018,NAP,0.0,B,,100.0,100.0,100.0,100.0,92.5,30.0,30.0,30.0,18.0,12.0,0.0,4,4,,63.0,518.0,8419.5375,165.0,42.0,26.0,,,High (80-100%),High (60+ days),<30 credits
